seller_id,promo_id,purchase_date,promo_name,total_price,price_deduction,price_after_promo
184,2,05/10/2022,GRATIS_ONGKIR,69900,5000,64900
184,2,05/10/2022,GRATIS_ONGKIR,49500,5000,44500
56,3,10/10/2022,10_10,960000,7500,952500
56,3,10/10/2022,10_10,680000,7500,672500
56,3,10/10/2022,10_10,462000,7500,454500
56,3,10/10/2022,10_10,462000,7500,454500
20,2,28/10/2022,GRATIS_ONGKIR,899997,5000,894997
200,2,29/10/2022,GRATIS_ONGKIR,660000,5000,655000
224,0,05/10/2022,NULL,124000,NULL,0
224,0,05/10/2022,NULL,152000,NULL,0
224,0,05/10/2022,NULL,294840,NULL,0
224,0,05/10/2022,NULL,270580,NULL,0
224,0,05/10/2022,NULL,299300,NULL,0
224,0,05/10/2022,NULL,337500,NULL,0
224,0,05/10/2022,NULL,337500,NULL,0
224,0,05/10/2022,NULL,217500,NULL,0
225,0,20/10/2022,NULL,198000,NULL,0
225,0,20/10/2022,NULL,198000,NULL,0
225,0,20/10/2022,NULL,131400,NULL,0
97,0,18/10/2022,NULL,100000,NULL,0
217,0,17/10/2022,NULL,269700,NULL,0
100,2,30/10/2022,GRATIS_ONGKIR,119800,5000,114800
28,2,04/10/2022,GRATIS_ONGKIR,26000,5000,21000
227,0,23/10/2022,NULL,243540,NULL,0
227,0,23/10/2022,NULL,218040,NULL,0
227,0,23/10/2022,NULL,218040,NULL,0
227,0,23/10/2022,NULL,393360,NULL,0
227,0,23/10/2022,NULL,218040,NULL,0
93,0,25/10/2022,NULL,1515000,NULL,0
246,0,25/10/2022,NULL,106000,NULL,0
246,0,25/10/2022,NULL,106000,NULL,0
246,0,25/10/2022,NULL,106000,NULL,0
246,0,05/10/2022,NULL,106000,NULL,0
246,0,05/10/2022,NULL,106000,NULL,0
246,0,05/10/2022,NULL,106000,NULL,0
57,2,27/10/2022,GRATIS_ONGKIR,3980000,5000,3975000
56,0,25/10/2022,NULL,960000,NULL,0
56,0,25/10/2022,NULL,680000,NULL,0
56,0,25/10/2022,NULL,462000,NULL,0
56,0,25/10/2022,NULL,462000,NULL,0
74,0,06/10/2022,NULL,318000,NULL,0
232,0,26/10/2022,NULL,197500,NULL,0
232,0,26/10/2022,NULL,197500,NULL,0
15,0,02/10/2022,NULL,45800,NULL,0
180,2,30/10/2022,GRATIS_ONGKIR,71000,5000,66000
235,0,21/10/2022,NULL,39800,NULL,0
50,3,10/10/2022,10_10,120000,7500,112500
59,0,10/10/2022,NULL,2920000,NULL,0
92,0,09/10/2022,NULL,84690,NULL,0
92,0,09/10/2022,NULL,78790,NULL,0
9,2,13/10/2022,GRATIS_ONGKIR,218000,5000,213000
179,2,27/10/2022,GRATIS_ONGKIR,55000,5000,50000
179,2,27/10/2022,GRATIS_ONGKIR,30000,5000,25000
277,0,28/10/2022,NULL,510000,NULL,0
243,2,22/10/2022,GRATIS_ONGKIR,118000,5000,113000
243,2,22/10/2022,GRATIS_ONGKIR,356644,5000,351644
251,0,22/10/2022,NULL,35200,NULL,0
251,0,22/10/2022,NULL,42660,NULL,0
251,0,22/10/2022,NULL,157250,NULL,0
251,0,22/10/2022,NULL,36975,NULL,0
124,0,09/10/2022,NULL,129270,NULL,0
124,0,09/10/2022,NULL,85000,NULL,0
124,0,09/10/2022,NULL,125100,NULL,0
124,0,09/10/2022,NULL,125000,NULL,0
124,0,09/10/2022,NULL,160000,NULL,0
124,0,09/10/2022,NULL,95000,NULL,0
261,2,08/10/2022,GRATIS_ONGKIR,495000,5000,490000
80,2,15/10/2022,GRATIS_ONGKIR,10000,5000,5000
188,0,08/10/2022,NULL,100000,NULL,0
124,0,26/10/2022,NULL,387810,NULL,0
124,0,26/10/2022,NULL,255000,NULL,0
124,0,26/10/2022,NULL,375300,NULL,0
124,0,26/10/2022,NULL,375000,NULL,0
124,0,26/10/2022,NULL,480000,NULL,0
124,0,26/10/2022,NULL,285000,NULL,0
234,0,23/10/2022,NULL,51480,NULL,0
234,0,23/10/2022,NULL,29640,NULL,0
191,0,27/10/2022,NULL,109000,NULL,0
229,0,31/10/2022,NULL,58000,NULL,0
229,0,31/10/2022,NULL,25600,NULL,0
229,0,31/10/2022,NULL,49875,NULL,0
229,0,31/10/2022,NULL,32000,NULL,0
296,2,04/10/2022,GRATIS_ONGKIR,66686,5000,61686
296,2,04/10/2022,GRATIS_ONGKIR,50520,5000,45520
289,0,04/10/2022,NULL,48500,NULL,0
289,0,04/10/2022,NULL,36374,NULL,0
289,0,04/10/2022,NULL,37386,NULL,0
289,0,04/10/2022,NULL,24250,NULL,0
289,0,04/10/2022,NULL,26270,NULL,0
82,2,08/10/2022,GRATIS_ONGKIR,70500,5000,65500
18,0,20/10/2022,NULL,192000,NULL,0
18,0,20/10/2022,NULL,282000,NULL,0
64,2,09/10/2022,GRATIS_ONGKIR,144000,5000,139000
64,2,09/10/2022,GRATIS_ONGKIR,1440000,5000,1435000
64,2,09/10/2022,GRATIS_ONGKIR,1470000,5000,1465000
64,2,09/10/2022,GRATIS_ONGKIR,5097000,5000,5092000
64,2,09/10/2022,GRATIS_ONGKIR,321000,5000,316000
63,0,11/10/2022,NULL,36800,NULL,0
113,2,19/10/2022,GRATIS_ONGKIR,284000,5000,279000
113,2,19/10/2022,GRATIS_ONGKIR,310000,5000,305000
113,2,19/10/2022,GRATIS_ONGKIR,310000,5000,305000
113,2,19/10/2022,GRATIS_ONGKIR,716000,5000,711000
113,2,19/10/2022,GRATIS_ONGKIR,277000,5000,272000
113,2,19/10/2022,GRATIS_ONGKIR,265000,5000,260000
260,0,25/10/2022,NULL,19500,NULL,0
227,2,19/10/2022,GRATIS_ONGKIR,81180,5000,76180
227,2,19/10/2022,GRATIS_ONGKIR,72680,5000,67680
227,2,19/10/2022,GRATIS_ONGKIR,72680,5000,67680
227,2,19/10/2022,GRATIS_ONGKIR,131120,5000,126120
227,2,19/10/2022,GRATIS_ONGKIR,72680,5000,67680
114,0,04/10/2022,NULL,148000,NULL,0
8,2,11/10/2022,GRATIS_ONGKIR,195000,5000,190000
8,2,11/10/2022,GRATIS_ONGKIR,270000,5000,265000
8,2,11/10/2022,GRATIS_ONGKIR,170000,5000,165000
8,2,11/10/2022,GRATIS_ONGKIR,158000,5000,153000
8,2,11/10/2022,GRATIS_ONGKIR,207800,5000,202800
94,0,03/10/2022,NULL,1670,NULL,0
94,0,03/10/2022,NULL,1690,NULL,0
268,2,12/10/2022,GRATIS_ONGKIR,9748,5000,4748
282,0,14/10/2022,NULL,22500,NULL,0
282,0,14/10/2022,NULL,21000,NULL,0
263,0,16/10/2022,NULL,85000,NULL,0
263,0,16/10/2022,NULL,120000,NULL,0
73,2,02/10/2022,GRATIS_ONGKIR,4200,5000,-800
73,2,02/10/2022,GRATIS_ONGKIR,22500,5000,17500
73,2,02/10/2022,GRATIS_ONGKIR,4050,5000,-950
37,0,14/10/2022,NULL,92997,NULL,0
280,0,02/10/2022,NULL,290000,NULL,0
232,0,28/10/2022,NULL,98750,NULL,0
232,0,28/10/2022,NULL,98750,NULL,0
232,2,27/10/2022,GRATIS_ONGKIR,197500,5000,192500
232,2,27/10/2022,GRATIS_ONGKIR,197500,5000,192500
284,0,20/10/2022,NULL,246500,NULL,0
284,0,20/10/2022,NULL,93000,NULL,0
284,0,20/10/2022,NULL,72500,NULL,0
284,0,20/10/2022,NULL,278500,NULL,0
284,0,20/10/2022,NULL,52000,NULL,0
104,2,27/10/2022,GRATIS_ONGKIR,260000,5000,255000
245,0,28/10/2022,NULL,405300,NULL,0
125,0,14/10/2022,NULL,195000,NULL,0
248,2,05/10/2022,GRATIS_ONGKIR,72675,5000,67675
11,0,27/10/2022,NULL,22000,NULL,0
11,0,27/10/2022,NULL,34000,NULL,0
207,2,25/10/2022,GRATIS_ONGKIR,450000,5000,445000
204,2,27/10/2022,GRATIS_ONGKIR,172500,5000,167500
317,2,02/10/2022,GRATIS_ONGKIR,195000,5000,190000
289,2,24/10/2022,GRATIS_ONGKIR,72750,5000,67750
289,2,24/10/2022,GRATIS_ONGKIR,54561,5000,49561
289,2,24/10/2022,GRATIS_ONGKIR,56079,5000,51079
289,2,24/10/2022,GRATIS_ONGKIR,36375,5000,31375
289,2,24/10/2022,GRATIS_ONGKIR,39405,5000,34405
229,2,06/10/2022,GRATIS_ONGKIR,116000,5000,111000
229,2,06/10/2022,GRATIS_ONGKIR,51200,5000,46200
229,2,06/10/2022,GRATIS_ONGKIR,99750,5000,94750
229,2,06/10/2022,GRATIS_ONGKIR,64000,5000,59000
120,0,15/10/2022,NULL,129900,NULL,0
120,0,15/10/2022,NULL,189900,NULL,0
120,0,15/10/2022,NULL,119900,NULL,0
120,0,15/10/2022,NULL,149900,NULL,0
314,0,29/10/2022,NULL,231998,NULL,0
9,0,17/10/2022,NULL,218000,NULL,0
179,2,19/10/2022,GRATIS_ONGKIR,110000,5000,105000
179,2,19/10/2022,GRATIS_ONGKIR,60000,5000,55000
201,2,06/10/2022,GRATIS_ONGKIR,88000,5000,83000
40,0,26/10/2022,NULL,480000,NULL,0
172,0,07/10/2022,NULL,47000,NULL,0
113,2,16/10/2022,GRATIS_ONGKIR,426000,5000,421000
113,2,16/10/2022,GRATIS_ONGKIR,465000,5000,460000
113,2,16/10/2022,GRATIS_ONGKIR,465000,5000,460000
113,2,16/10/2022,GRATIS_ONGKIR,1074000,5000,1069000
113,2,16/10/2022,GRATIS_ONGKIR,415500,5000,410500
113,2,16/10/2022,GRATIS_ONGKIR,397500,5000,392500
232,0,08/10/2022,NULL,197500,NULL,0
232,0,08/10/2022,NULL,197500,NULL,0
243,2,03/10/2022,GRATIS_ONGKIR,59000,5000,54000
243,2,03/10/2022,GRATIS_ONGKIR,178322,5000,173322
56,0,26/10/2022,NULL,480000,NULL,0
56,0,26/10/2022,NULL,340000,NULL,0
56,0,26/10/2022,NULL,231000,NULL,0
56,0,26/10/2022,NULL,231000,NULL,0
64,2,20/10/2022,GRATIS_ONGKIR,144000,5000,139000
64,2,20/10/2022,GRATIS_ONGKIR,1440000,5000,1435000
64,2,20/10/2022,GRATIS_ONGKIR,1470000,5000,1465000
64,2,20/10/2022,GRATIS_ONGKIR,5097000,5000,5092000
64,2,20/10/2022,GRATIS_ONGKIR,321000,5000,316000
129,2,17/10/2022,GRATIS_ONGKIR,139000,5000,134000
129,2,17/10/2022,GRATIS_ONGKIR,105000,5000,100000
129,2,17/10/2022,GRATIS_ONGKIR,159000,5000,154000
226,2,30/10/2022,GRATIS_ONGKIR,168300,5000,163300
226,2,30/10/2022,GRATIS_ONGKIR,78000,5000,73000
226,2,30/10/2022,GRATIS_ONGKIR,315000,5000,310000
226,2,30/10/2022,GRATIS_ONGKIR,315000,5000,310000
19,0,03/10/2022,NULL,199800,NULL,0
19,0,03/10/2022,NULL,131000,NULL,0
19,0,03/10/2022,NULL,149900,NULL,0
223,0,11/10/2022,NULL,130000,NULL,0
20,0,23/10/2022,NULL,299999,NULL,0
232,0,14/10/2022,NULL,197500,NULL,0
232,0,14/10/2022,NULL,197500,NULL,0
221,0,15/10/2022,NULL,375000,NULL,0
17,0,05/10/2022,NULL,28500,NULL,0
17,0,05/10/2022,NULL,30600,NULL,0
170,2,04/10/2022,GRATIS_ONGKIR,138000,5000,133000
225,2,02/10/2022,GRATIS_ONGKIR,198000,5000,193000
225,2,02/10/2022,GRATIS_ONGKIR,198000,5000,193000
225,2,02/10/2022,GRATIS_ONGKIR,131400,5000,126400
193,2,20/10/2022,GRATIS_ONGKIR,398000,5000,393000
193,2,20/10/2022,GRATIS_ONGKIR,398000,5000,393000
39,0,08/10/2022,NULL,615000,NULL,0
169,2,16/10/2022,GRATIS_ONGKIR,249800,5000,244800
267,2,16/10/2022,GRATIS_ONGKIR,84645,5000,79645
267,2,16/10/2022,GRATIS_ONGKIR,217999,5000,212999
89,0,28/10/2022,NULL,4050,NULL,0
142,0,17/10/2022,NULL,195000,NULL,0
96,0,05/10/2022,NULL,93300,NULL,0
96,0,05/10/2022,NULL,239850,NULL,0
226,0,02/10/2022,NULL,168300,NULL,0
226,0,02/10/2022,NULL,78000,NULL,0
226,0,02/10/2022,NULL,315000,NULL,0
226,0,02/10/2022,NULL,315000,NULL,0
264,0,18/10/2022,NULL,145000,NULL,0
291,0,18/10/2022,NULL,80250,NULL,0
165,2,29/10/2022,GRATIS_ONGKIR,718200,5000,713200
52,2,26/10/2022,GRATIS_ONGKIR,110000,5000,105000
3,2,05/10/2022,GRATIS_ONGKIR,298000,5000,293000
3,2,05/10/2022,GRATIS_ONGKIR,330000,5000,325000
225,0,29/10/2022,NULL,99000,NULL,0
225,0,29/10/2022,NULL,99000,NULL,0
225,0,29/10/2022,NULL,65700,NULL,0
96,2,30/10/2022,GRATIS_ONGKIR,31100,5000,26100
96,2,30/10/2022,GRATIS_ONGKIR,79950,5000,74950
103,0,24/10/2022,NULL,38000,NULL,0
18,0,30/10/2022,NULL,128000,NULL,0
18,0,30/10/2022,NULL,188000,NULL,0
296,0,30/10/2022,NULL,33343,NULL,0
296,0,30/10/2022,NULL,25260,NULL,0
145,2,29/10/2022,GRATIS_ONGKIR,236997,5000,231997
56,0,25/10/2022,NULL,1440000,NULL,0
56,0,25/10/2022,NULL,1020000,NULL,0
56,0,25/10/2022,NULL,693000,NULL,0
56,0,25/10/2022,NULL,693000,NULL,0
157,0,12/10/2022,NULL,189900,NULL,0
288,0,21/10/2022,NULL,296907,NULL,0
184,0,31/10/2022,NULL,187200,NULL,0
184,0,31/10/2022,NULL,209700,NULL,0
184,0,31/10/2022,NULL,148500,NULL,0
163,2,24/10/2022,GRATIS_ONGKIR,193500,5000,188500
120,0,12/10/2022,NULL,259800,NULL,0
120,0,12/10/2022,NULL,379800,NULL,0
120,0,12/10/2022,NULL,239800,NULL,0
120,0,12/10/2022,NULL,299800,NULL,0
252,0,16/10/2022,NULL,30000,NULL,0
252,0,16/10/2022,NULL,81000,NULL,0
252,0,16/10/2022,NULL,96000,NULL,0
211,0,07/10/2022,NULL,120000,NULL,0
21,2,09/10/2022,GRATIS_ONGKIR,35000,5000,30000
10,0,03/10/2022,NULL,95776,NULL,0
10,0,03/10/2022,NULL,137776,NULL,0
10,0,03/10/2022,NULL,53776,NULL,0
10,0,03/10/2022,NULL,137776,NULL,0
25,2,11/10/2022,GRATIS_ONGKIR,3661020,5000,3656020
38,2,02/10/2022,GRATIS_ONGKIR,104000,5000,99000
202,0,15/10/2022,NULL,265500,NULL,0
284,0,28/10/2022,NULL,246500,NULL,0
284,0,28/10/2022,NULL,93000,NULL,0
284,0,28/10/2022,NULL,72500,NULL,0
284,0,28/10/2022,NULL,278500,NULL,0
284,0,28/10/2022,NULL,52000,NULL,0
239,0,15/10/2022,NULL,477000,NULL,0
239,0,15/10/2022,NULL,537000,NULL,0
110,0,18/10/2022,NULL,260000,NULL,0
247,2,21/10/2022,GRATIS_ONGKIR,35970,5000,30970
5,0,24/10/2022,NULL,74700,NULL,0
41,0,16/10/2022,NULL,1347000,NULL,0
255,0,08/10/2022,NULL,567000,NULL,0
186,0,10/10/2022,NULL,94500,NULL,0
186,0,10/10/2022,NULL,121500,NULL,0
186,0,10/10/2022,NULL,94500,NULL,0
123,2,11/10/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,11/10/2022,GRATIS_ONGKIR,459998,5000,454998
123,2,11/10/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,11/10/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,11/10/2022,GRATIS_ONGKIR,399998,5000,394998
276,2,09/10/2022,GRATIS_ONGKIR,140826,5000,135826
276,2,09/10/2022,GRATIS_ONGKIR,197619,5000,192619
118,0,22/10/2022,NULL,672000,NULL,0
118,0,22/10/2022,NULL,450000,NULL,0
118,0,22/10/2022,NULL,555000,NULL,0
284,2,07/10/2022,GRATIS_ONGKIR,246500,5000,241500
284,2,07/10/2022,GRATIS_ONGKIR,93000,5000,88000
284,2,07/10/2022,GRATIS_ONGKIR,72500,5000,67500
284,2,07/10/2022,GRATIS_ONGKIR,278500,5000,273500
284,2,07/10/2022,GRATIS_ONGKIR,52000,5000,47000
226,0,26/10/2022,NULL,84150,NULL,0
226,0,26/10/2022,NULL,39000,NULL,0
226,0,26/10/2022,NULL,157500,NULL,0
226,0,26/10/2022,NULL,157500,NULL,0
174,0,07/10/2022,NULL,1300000,NULL,0
174,0,07/10/2022,NULL,1350000,NULL,0
174,0,07/10/2022,NULL,1300000,NULL,0
6,0,23/10/2022,NULL,31000,NULL,0
6,0,23/10/2022,NULL,43000,NULL,0
6,0,23/10/2022,NULL,218000,NULL,0
6,0,23/10/2022,NULL,29900,NULL,0
141,2,16/10/2022,GRATIS_ONGKIR,72500,5000,67500
141,2,16/10/2022,GRATIS_ONGKIR,60500,5000,55500
124,2,12/10/2022,GRATIS_ONGKIR,129270,5000,124270
124,2,12/10/2022,GRATIS_ONGKIR,85000,5000,80000
124,2,12/10/2022,GRATIS_ONGKIR,125100,5000,120100
124,2,12/10/2022,GRATIS_ONGKIR,125000,5000,120000
124,2,12/10/2022,GRATIS_ONGKIR,160000,5000,155000
124,2,12/10/2022,GRATIS_ONGKIR,95000,5000,90000
184,0,27/10/2022,NULL,62400,NULL,0
184,0,27/10/2022,NULL,69900,NULL,0
184,0,27/10/2022,NULL,49500,NULL,0
40,2,23/10/2022,GRATIS_ONGKIR,320000,5000,315000
203,2,22/10/2022,GRATIS_ONGKIR,54900,5000,49900
163,0,04/10/2022,NULL,64500,NULL,0
105,0,26/10/2022,NULL,507000,NULL,0
26,0,10/10/2022,NULL,199000,NULL,0
226,2,12/10/2022,GRATIS_ONGKIR,84150,5000,79150
226,2,12/10/2022,GRATIS_ONGKIR,39000,5000,34000
226,2,12/10/2022,GRATIS_ONGKIR,157500,5000,152500
226,2,12/10/2022,GRATIS_ONGKIR,157500,5000,152500
80,2,09/10/2022,GRATIS_ONGKIR,20000,5000,15000
91,0,05/10/2022,NULL,143700,NULL,0
124,2,02/10/2022,GRATIS_ONGKIR,129270,5000,124270
124,2,02/10/2022,GRATIS_ONGKIR,85000,5000,80000
124,2,02/10/2022,GRATIS_ONGKIR,125100,5000,120100
124,2,02/10/2022,GRATIS_ONGKIR,125000,5000,120000
124,2,02/10/2022,GRATIS_ONGKIR,160000,5000,155000
124,2,02/10/2022,GRATIS_ONGKIR,95000,5000,90000
39,2,13/10/2022,GRATIS_ONGKIR,410000,5000,405000
210,0,10/10/2022,NULL,75800,NULL,0
20,0,22/10/2022,NULL,899997,NULL,0
8,2,13/10/2022,GRATIS_ONGKIR,195000,5000,190000
8,2,13/10/2022,GRATIS_ONGKIR,270000,5000,265000
8,2,13/10/2022,GRATIS_ONGKIR,170000,5000,165000
8,2,13/10/2022,GRATIS_ONGKIR,158000,5000,153000
8,2,13/10/2022,GRATIS_ONGKIR,207800,5000,202800
276,0,04/10/2022,NULL,140826,NULL,0
276,0,04/10/2022,NULL,197619,NULL,0
6,2,05/10/2022,GRATIS_ONGKIR,31000,5000,26000
6,2,05/10/2022,GRATIS_ONGKIR,43000,5000,38000
6,2,05/10/2022,GRATIS_ONGKIR,218000,5000,213000
6,2,05/10/2022,GRATIS_ONGKIR,29900,5000,24900
156,2,13/10/2022,GRATIS_ONGKIR,205000,5000,200000
104,0,15/10/2022,NULL,260000,NULL,0
100,0,04/10/2022,NULL,119800,NULL,0
173,2,28/10/2022,GRATIS_ONGKIR,125000,5000,120000
187,0,25/10/2022,NULL,198000,NULL,0
213,0,16/10/2022,NULL,156000,NULL,0
11,2,22/10/2022,GRATIS_ONGKIR,44000,5000,39000
11,2,22/10/2022,GRATIS_ONGKIR,68000,5000,63000
252,2,31/10/2022,GRATIS_ONGKIR,10000,5000,5000
252,2,31/10/2022,GRATIS_ONGKIR,27000,5000,22000
252,2,31/10/2022,GRATIS_ONGKIR,32000,5000,27000
23,0,14/10/2022,NULL,3300040,NULL,0
132,0,24/10/2022,NULL,300000,NULL,0
93,0,03/10/2022,NULL,4545000,NULL,0
239,0,15/10/2022,NULL,477000,NULL,0
239,0,15/10/2022,NULL,537000,NULL,0
70,2,28/10/2022,GRATIS_ONGKIR,499000,5000,494000
294,2,25/10/2022,GRATIS_ONGKIR,550000,5000,545000
21,0,08/10/2022,NULL,70000,NULL,0
124,2,07/10/2022,GRATIS_ONGKIR,387810,5000,382810
124,2,07/10/2022,GRATIS_ONGKIR,255000,5000,250000
124,2,07/10/2022,GRATIS_ONGKIR,375300,5000,370300
124,2,07/10/2022,GRATIS_ONGKIR,375000,5000,370000
124,2,07/10/2022,GRATIS_ONGKIR,480000,5000,475000
124,2,07/10/2022,GRATIS_ONGKIR,285000,5000,280000
272,0,01/10/2022,NULL,129500,NULL,0
272,0,01/10/2022,NULL,73000,NULL,0
167,2,22/10/2022,GRATIS_ONGKIR,56000,5000,51000
182,2,15/10/2022,GRATIS_ONGKIR,37500,5000,32500
67,0,10/10/2022,NULL,83980,NULL,0
67,0,10/10/2022,NULL,83980,NULL,0
225,0,12/10/2022,NULL,99000,NULL,0
225,0,12/10/2022,NULL,99000,NULL,0
225,0,12/10/2022,NULL,65700,NULL,0
103,0,07/10/2022,NULL,38000,NULL,0
17,2,28/10/2022,GRATIS_ONGKIR,57000,5000,52000
17,2,28/10/2022,GRATIS_ONGKIR,61200,5000,56200
122,0,01/10/2022,NULL,639800,NULL,0
122,0,01/10/2022,NULL,399800,NULL,0
159,2,03/10/2022,GRATIS_ONGKIR,555000,5000,550000
33,1,01/10/2022,AWAL_GAJIAN,111100,15000,96100
292,2,29/10/2022,GRATIS_ONGKIR,76500,5000,71500
147,2,25/10/2022,GRATIS_ONGKIR,887550,5000,882550
77,2,03/10/2022,GRATIS_ONGKIR,1320000,5000,1315000
203,0,14/10/2022,NULL,164700,NULL,0
289,0,20/10/2022,NULL,24250,NULL,0
289,0,20/10/2022,NULL,18187,NULL,0
289,0,20/10/2022,NULL,18693,NULL,0
289,0,20/10/2022,NULL,12125,NULL,0
289,0,20/10/2022,NULL,13135,NULL,0
180,2,28/10/2022,GRATIS_ONGKIR,106500,5000,101500
224,0,19/10/2022,NULL,186000,NULL,0
224,0,19/10/2022,NULL,228000,NULL,0
224,0,19/10/2022,NULL,442260,NULL,0
224,0,19/10/2022,NULL,405870,NULL,0
224,0,19/10/2022,NULL,448950,NULL,0
224,0,19/10/2022,NULL,506250,NULL,0
224,0,19/10/2022,NULL,506250,NULL,0
224,0,19/10/2022,NULL,326250,NULL,0
257,0,15/10/2022,NULL,450000,NULL,0
100,0,10/10/2022,NULL,119800,NULL,0
122,2,13/10/2022,GRATIS_ONGKIR,319900,5000,314900
122,2,13/10/2022,GRATIS_ONGKIR,199900,5000,194900
279,2,09/10/2022,GRATIS_ONGKIR,70800,5000,65800
13,2,15/10/2022,GRATIS_ONGKIR,1415000,5000,1410000
13,2,15/10/2022,GRATIS_ONGKIR,1659000,5000,1654000
13,2,15/10/2022,GRATIS_ONGKIR,1439000,5000,1434000
59,2,25/10/2022,GRATIS_ONGKIR,5840000,5000,5835000
94,2,07/10/2022,GRATIS_ONGKIR,3340,5000,-1660
94,2,07/10/2022,GRATIS_ONGKIR,3380,5000,-1620
10,2,19/10/2022,GRATIS_ONGKIR,47888,5000,42888
10,2,19/10/2022,GRATIS_ONGKIR,68888,5000,63888
10,2,19/10/2022,GRATIS_ONGKIR,26888,5000,21888
10,2,19/10/2022,GRATIS_ONGKIR,68888,5000,63888
150,0,27/10/2022,NULL,338000,NULL,0
150,0,27/10/2022,NULL,338000,NULL,0
41,0,03/10/2022,NULL,449000,NULL,0
284,0,26/10/2022,NULL,246500,NULL,0
284,0,26/10/2022,NULL,93000,NULL,0
284,0,26/10/2022,NULL,72500,NULL,0
284,0,26/10/2022,NULL,278500,NULL,0
284,0,26/10/2022,NULL,52000,NULL,0
179,0,28/10/2022,NULL,110000,NULL,0
179,0,28/10/2022,NULL,60000,NULL,0
184,0,09/10/2022,NULL,62400,NULL,0
184,0,09/10/2022,NULL,69900,NULL,0
184,0,09/10/2022,NULL,49500,NULL,0
6,0,06/10/2022,NULL,93000,NULL,0
6,0,06/10/2022,NULL,129000,NULL,0
6,0,06/10/2022,NULL,654000,NULL,0
6,0,06/10/2022,NULL,89700,NULL,0
272,2,06/10/2022,GRATIS_ONGKIR,259000,5000,254000
272,2,06/10/2022,GRATIS_ONGKIR,146000,5000,141000
317,2,31/10/2022,GRATIS_ONGKIR,585000,5000,580000
224,2,03/10/2022,GRATIS_ONGKIR,62000,5000,57000
224,2,03/10/2022,GRATIS_ONGKIR,76000,5000,71000
224,2,03/10/2022,GRATIS_ONGKIR,147420,5000,142420
224,2,03/10/2022,GRATIS_ONGKIR,135290,5000,130290
224,2,03/10/2022,GRATIS_ONGKIR,149650,5000,144650
224,2,03/10/2022,GRATIS_ONGKIR,168750,5000,163750
224,2,03/10/2022,GRATIS_ONGKIR,168750,5000,163750
224,2,03/10/2022,GRATIS_ONGKIR,108750,5000,103750
8,2,23/10/2022,GRATIS_ONGKIR,97500,5000,92500
8,2,23/10/2022,GRATIS_ONGKIR,135000,5000,130000
8,2,23/10/2022,GRATIS_ONGKIR,85000,5000,80000
8,2,23/10/2022,GRATIS_ONGKIR,79000,5000,74000
8,2,23/10/2022,GRATIS_ONGKIR,103900,5000,98900
24,2,29/10/2022,GRATIS_ONGKIR,507000,5000,502000
139,2,29/10/2022,GRATIS_ONGKIR,225900,5000,220900
118,0,16/10/2022,NULL,672000,NULL,0
118,0,16/10/2022,NULL,450000,NULL,0
118,0,16/10/2022,NULL,555000,NULL,0
7,2,17/10/2022,GRATIS_ONGKIR,104000,5000,99000
7,2,17/10/2022,GRATIS_ONGKIR,118000,5000,113000
29,0,22/10/2022,NULL,26850,NULL,0
227,2,17/10/2022,GRATIS_ONGKIR,81180,5000,76180
227,2,17/10/2022,GRATIS_ONGKIR,72680,5000,67680
227,2,17/10/2022,GRATIS_ONGKIR,72680,5000,67680
227,2,17/10/2022,GRATIS_ONGKIR,131120,5000,126120
227,2,17/10/2022,GRATIS_ONGKIR,72680,5000,67680
314,1,01/10/2022,AWAL_GAJIAN,347997,15000,332997
310,2,27/10/2022,GRATIS_ONGKIR,15700,5000,10700
94,2,02/10/2022,GRATIS_ONGKIR,1670,5000,-3330
94,2,02/10/2022,GRATIS_ONGKIR,1690,5000,-3310
120,2,12/10/2022,GRATIS_ONGKIR,259800,5000,254800
120,2,12/10/2022,GRATIS_ONGKIR,379800,5000,374800
120,2,12/10/2022,GRATIS_ONGKIR,239800,5000,234800
120,2,12/10/2022,GRATIS_ONGKIR,299800,5000,294800
4,2,23/10/2022,GRATIS_ONGKIR,254250,5000,249250
58,0,28/10/2022,NULL,898000,NULL,0
58,2,24/10/2022,GRATIS_ONGKIR,898000,5000,893000
85,2,13/10/2022,GRATIS_ONGKIR,10650000,5000,10645000
123,2,05/10/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,05/10/2022,GRATIS_ONGKIR,459998,5000,454998
123,2,05/10/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,05/10/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,05/10/2022,GRATIS_ONGKIR,399998,5000,394998
78,2,28/10/2022,GRATIS_ONGKIR,1788000,5000,1783000
235,2,26/10/2022,GRATIS_ONGKIR,39800,5000,34800
70,0,27/10/2022,NULL,499000,NULL,0
92,0,24/10/2022,NULL,84690,NULL,0
92,0,24/10/2022,NULL,78790,NULL,0
290,2,08/10/2022,GRATIS_ONGKIR,69642,5000,64642
290,2,08/10/2022,GRATIS_ONGKIR,202710,5000,197710
290,2,08/10/2022,GRATIS_ONGKIR,117003,5000,112003
230,0,02/10/2022,NULL,152000,NULL,0
230,0,02/10/2022,NULL,90000,NULL,0
